Key,Source,Context,Example,zh-CN,zh-TW,fr,de,id,it,ja,ko,pt-PT,ru,es-ES
SnapInput_LabelText,Snap,,,,,,,,,,,,,
KeypointReadout_LabelText,{1}/{2} Keypoints,,,,,,,,,,,,,
Reset_ButtonText,Reset,,,,,,,,,,,,,
