Key,Source,Context,Example,zh-CN,zh-TW,fr,de,id,it,ja,ko,pt-PT,ru,es-ES
Copic_PaletteName,Copic Colors,,,,,,,,,,,,,
Web_PaletteName,Web Colors,,,,,,,,,,,,,
