Key,Source,Context,Example,zh-CN,zh-TW,fr,de,id,it,ja,ko,pt-PT,ru,es-ES
Hues_LabelText,Hues,,,,,,,,,,,,,
Shades_LabelText,Shades,,,,,,,,,,,,,
Tints_LabelText,Tints,,,,,,,,,,,,,
Tones_LabelText,Tones,,,,,,,,,,,,,
ColorSteps_LabelText,Color Steps,,,,,,,,,,,,,
