Key,Source,Context,Example,zh-CN,zh-TW,fr,de,id,it,ja,ko,pt-PT,ru,es-ES
CompareTo_LabelText,Compare to,,,,,,,,,,,,,
EmptySortAnchor_ButtonText,(None),,,,,,,,,,,,,
Sort_ButtonText,Sort,,,,,,,,,,,,,
Clear_ButtonText,Clear,,,,,,,,,,,,,
