Key,Source,Context,Example,zh-CN,zh-TW,fr,de,id,it,ja,ko,pt-PT,ru,es-ES
Hex_ColorType,Hex,,,,,,,,,,,,,
Web_ColorType,Web,,,,,,,,,,,,,
