Key,Source,Context,Example,zh-CN,zh-TW,fr,de,id,it,ja,ko,pt-PT,ru,es-ES
ColorInformation,Color Information,,,,,,,,,,,,,
ColorSorter,Color Sorter,,,,,,,,,,,,,
ColorVariations,Color Variations,,,,,,,,,,,,,
