Key,Source,Context,Example,zh-CN,zh-TW,fr,de,id,it,ja,ko,pt-PT,ru,es-ES
OK_ButtonText,OK,,,,,,,,,,,,,
Cancel_ButtonText,Cancel,,,,,,,,,,,,,
SearchbarPrompt,Search,,,,,,,,,,,,,
